Output (S),Ia,Ib,Ic,Va,Vb,Vc
1,830.8217701,-684.8711943,-143.8039892,60.469860000000004,-431.172852,370.70299200000005
0,-23.61526129,90.82171141,-65.28955149,-6774.771498,3118.631725,3656.139762
0,-60.30335045,3.37361995,53.16450727,1669.7501479999999,-6426.593261,4756.843113
1,796.7992054,67.53230201,-19.33519066,-2334.08615,531.45961,1802.62654
0,-34.90516574,-25.71097059,63.28717664,5159.5633210000005,-6166.218124000001,1006.654803
1,498.8847003,367.3121312,53.76540512,462.497431,-3972.026817,3509.5293859999997
0,-57.55471064,0.370941261,59.56662055,2622.137716,-6599.861268,3977.723552
1,-112.9833636,816.1179879,-701.0148922,381.329564,41.214272,-422.543836
1,-712.1952786,364.1037482,-7.253978208,-1339.053397,3043.640886,-1704.587489
1,550.4213066,323.0745766,-873.49654,457.689914,-304.592343,-153.097571
0,51.31212912,21.88225777,-76.35330464,-1008.203207,6370.213046999999,-5362.009851
0,-28.83202821,-6.091051214,31.46666357,5589.678435000001,-5557.543893,-32.134542
0,-37.35500759,-0.842516729,34.99212316,5003.419509,-6018.89937,1015.479861
1,-836.2386006,664.2907959,173.9737295,-72.682005,435.127693,-362.44568799999996
0,49.20688182,-26.21290028,-21.12242435,4344.5618810000005,2225.989788,-6570.551669
1,492.1921492,-888.0551438,-38.80006425,-218.438616,305.09146799999996,-86.652852
0,-3.672588619,83.29927567,-82.53111179,-6542.6370019999995,4990.7005500000005,1551.936452
1,-67.23336338,192.532902,-122.9530782,-4733.575836,-459.277577,5192.853413
0,29.5883391,-29.5482305,-3.223712545,5915.829578999999,-418.309309,-5497.52027
0,54.22781542,-6.689106863,-50.70735589,2281.898971,4377.038798,-6658.937769
0,-52.32672826,97.15349392,-48.19706755,-5879.983934,134.04400900000002,5745.939936
0,32.69822909,-63.18511336,26.75409935,6134.444723,-843.8373789999999,-5290.607344
1,46.98176121,35.08029998,-79.44900167,5298.740887,462.93734300000006,-5761.67823
0,-66.94270287,28.25046159,35.05281576,-1029.443063,-5196.28296,6225.726023
1,882.773519,-474.9517663,-407.8240159,197.68731400000001,-463.74520500000006,266.057891
1,785.8860838,-43.36117288,-742.5271744,380.633924,-422.285457,41.651533
0,48.22526921,-22.88902172,-28.27633815,4172.0007669999995,2450.488579,-6622.489346
0,39.4809576,24.55052803,-60.6977108,-3477.433949,6700.451725000001,-3223.017776
1,-505.3405892,-386.3862459,893.8983203,-356.008851,253.91670699999997,102.092144
0,10.95632092,-40.83046775,31.83463296,6560.409965999999,-4042.239355,-2518.1706
1,867.126922,-377.2573596,18.8297557,255.38194000000001,-3472.7317460000004,3217.349806
1,853.7727149,-597.5747297,1.934353502,129.520534,-2655.4811250000002,2525.960591
0,-71.03224449,60.21190079,7.945355749,-1356.55289,-4866.238025000001,6222.7909150000005
0,54.69019473,3.641586072,-61.62112733,1173.015668,5218.554010999999,-6391.569679
0,-18.87895373,-38.37472961,59.92036337,6068.918900000001,-5301.187474,-767.7314259999999
1,-291.2299218,25.08734805,-47.49416755,-3631.0604989999997,6664.120814999999,-3033.060316
0,53.00602249,-11.12824935,-45.0482481,2855.1348430000003,3868.679001,-6723.813844
0,-22.9507705,71.21334897,-45.35014444,-6722.629056,3162.167129,3560.4619270000003
0,29.45268441,-44.64110779,17.55315489,6097.8325540000005,-842.200084,-5255.632481
0,-45.36779882,8.349819443,33.68407733,4350.302506,-6278.72454,1928.422023
0,-60.55854082,7.05200126,56.18657944,2223.788974,-6530.284178,4306.495204
1,176.8290297,-855.35625,-52.5844093,-352.69663,1913.039117,-1560.3424870000001
0,39.03156033,34.70907239,-71.48918989,-3679.005231,6758.989600000001,-3079.9843690000002
1,-144.0198569,-699.2612395,843.3495868,-439.44881200000003,91.881823,347.567
1,877.0811683,48.95090154,5.230906432,-356.642396,-2734.9826789999997,3091.625075
1,871.118827,-439.331723,14.48560348,224.02384400000003,-3284.922762,3060.898918
0,53.62857699,-13.59044091,-42.9739915,2866.025668,3852.6628800000003,-6718.688548
0,-58.88575897,0.386131472,54.73497017,1971.679094,-6502.695111,4531.016028
1,-347.3411155,-528.8082305,878.1568592,-464.718672,201.282972,263.4357
1,361.4751278,518.65782,-878.0862801,464.790788,-207.21499699999998,-257.575802
0,-2.981605405,83.93826509,-83.97519803,-6518.333558,5070.658351,1447.675207
1,98.57725909,-811.8461468,-54.32606459,-385.63033299999995,2202.503534,-1816.8732009999999
0,-12.20626056,-20.49319139,29.62262985,6264.836182,-4582.164796,-1682.671397
0,32.54926559,55.48007404,-91.30166012,-4174.866201,6837.090172,-2662.223971
1,-875.5870641,-55.67011044,1.814753218,944.884193,1851.287724,-2796.171906
0,-75.47072749,34.66251673,42.74709315,3092.195832,-5911.300494,2819.1046619999997
1,684.4423154,74.44513793,19.15892681,875.10566,-4414.1040570000005,3538.998397
1,-6.583076937,679.4964608,-670.3313884,4123.48981,202.56360299999997,-4326.0534020000005
0,16.6614826,-44.71538133,30.24704048,6511.5808449999995,-2363.230716,-4148.3501289999995
1,664.4539697,-841.3500395,-26.12633138,-102.101835,-795.694383,897.7962289999999
1,-315.1288413,872.110072,-556.983129,308.21414799999997,148.618833,-456.832992
1,-568.0719678,876.3001482,33.86713584,171.85223,150.14549,-321.99772
1,1.357127159,625.0337365,-623.7967786,4551.888594,253.56325500000003,-4805.451849
1,-216.6780016,-633.7130041,850.3887515,-453.42628099999996,133.21759,320.208691
1,-43.03594602,-325.2474082,370.7209531,-5560.11247,-409.38856200000004,5969.501032
1,-796.8184101,-67.53242285,19.33484948,2334.141986,-531.45873,-1802.683256
1,-256.0913563,-603.2246444,861.4007827,-457.946632,153.942613,304.00401899999997
0,49.22510391,26.32583331,-78.47412351,-1717.3111559999998,6597.710669,-4880.399513
1,-23.78572923,-534.6770747,560.7314943,-5060.8842460000005,-311.261962,5372.146208
1,-729.7819615,798.2598988,19.46018765,44.25069,1298.964513,-1343.215203
1,-48.25119845,-242.7328739,293.3196781,-5594.309446,-429.162173,6023.471619
1,-79.31371687,-721.5048273,802.9007232,-430.818014,61.555791,369.26221200000003
1,-866.2985663,532.8067558,-7.360536679,-171.168041,2942.9488880000004,-2771.7808470000004
0,-53.9960328,77.97138619,-21.74651545,-5398.701319,-726.977427,6125.6787460000005
0,56.54522138,-3.739626427,-50.45695154,303.049736,5671.309501,-5974.359237
0,-66.68126363,20.9526488,48.41226308,802.711151,-6120.335166000001,5317.624015
1,179.6061341,-842.5476143,-52.2323908,-359.307696,1862.61427,-1503.306574
0,-6.878579154,-21.00627497,24.56406256,6397.685635,-4108.316388,-2289.369247
1,-745.3504275,-19.33619326,-27.86025929,-1647.1583699999999,5261.2047840000005,-3614.0464140000004
0,4.894383827,67.60591483,-70.16938167,-6256.241475000001,5376.15617,880.085294
1,627.7143931,-852.1318235,226.488434,-137.619416,-316.515419,454.134835
1,181.6709803,56.69004793,-48.78365407,-4202.042273,5687.379841,-1485.3375680000001
0,37.09130621,-29.54313239,-1.174516609,6269.283922,-1215.584799,-5053.699123
0,-1.62457062,53.87669325,-55.92880232,-6475.147184,4644.452681,1830.694503
0,-37.98849867,100.1684198,-65.61775438,-6612.023638000001,2006.598198,4605.42544
0,53.67300041,18.82284972,-70.56123225,-1090.8913949999999,6374.255778,-5283.364383
1,40.76178696,-761.4754983,723.3498661,-22.126731,159.247748,-137.121017
0,-68.89083901,81.12340422,-15.46581111,-3520.2598860000003,-3074.0137010000003,6594.273587
0,-41.62137042,93.75738022,-55.0292911,-6396.455703,1351.965813,5044.48989
0,-31.84510547,-9.216656136,42.87908201,5227.666092,-5950.856274,723.190182
0,20.67320171,-53.33695075,35.42456513,6414.267046,-1832.611946,-4581.6551
1,755.7003014,-774.5095084,20.79924063,-29.897955999999997,-387.501851,417.399796
0,51.24847363,24.80585149,-74.12084074,-1707.2559569999999,6578.359578999999,-4871.103622
1,-45.18288482,-288.742761,336.2632907,-5582.8690830000005,-416.953889,5999.822972
1,-363.2409423,18.48664682,-46.01138326,-3414.579509,6623.888469,-3209.308971
0,56.4826211,-34.47763561,-16.79025308,2933.373663,3688.3266639999997,-6621.700327
0,35.88823705,-62.70986592,23.09023066,5960.637089,-427.035906,-5533.601183
1,-20.43552794,-573.9776206,596.8809546,-4902.579638,-293.76576900000003,5196.345407
1,11.01106884,-764.0422734,755.5678038,-3006.552582,-85.646869,3092.199451
0,-63.38628109,70.95747513,-5.258790449,-4151.993846,-2439.076145,6591.069991
0,43.45366828,18.66101044,-58.7005142,-2923.5550630000002,6679.949474,-3756.3944109999998
1,798.4374734,-109.7300358,34.78931697,363.284966,-4000.296751,3637.0117849999997
1,-455.2916832,-433.4996591,-53.94203617,-471.516573,3952.522343,-3481.005781
0,-58.36353798,23.92227786,31.34842902,2718.02817,-6432.615211,3714.58703
1,-458.799929,-96.31892202,-7.381846513,3010.167952,-739.8854210000001,-2270.282531
0,-67.17403467,45.01501394,23.98632341,116.964155,-5715.99072,5599.026565
0,-13.90914281,-21.7038566,37.49809508,6157.4463829999995,-4897.9566239999995,-1259.489759
1,-330.6504525,-535.8220613,-57.08988846,-463.92574800000006,3619.979077,-3156.053329
1,-527.9872064,-349.7666588,877.7516018,-460.399302,294.020342,166.37895999999998
0,-22.47781654,-16.85113001,41.14452131,5784.690769,-5462.809968,-321.880801
0,-55.8768123,-0.87801243,59.43280488,2990.681925,-6623.225960999999,3632.5440360000002
0,50.56650255,-12.51274036,-41.47941436,3389.953842,3345.207954,-6735.161796
0,47.75787935,-28.99872653,-16.81256261,4708.985237,1731.665199,-6440.650436000001
1,-689.3620577,-118.6589244,-39.69695143,1534.299822,200.810687,-1735.1105089999999
0,-63.95276002,35.2229001,30.55540737,1156.172963,-6132.751339,4976.578365
1,-126.7350086,821.3541935,-692.4996565,377.077679,48.501101,-425.57878
0,41.02889831,-25.73967131,-18.4679394,5037.486993,1251.311083,-6288.798075999999
0,54.89361185,-1.895261962,-56.16517064,1687.1025160000002,4848.4687349999995,-6535.571251
0,-34.27695915,-26.15824969,63.21277666,5221.7672760000005,-6125.712119999999,903.9448440000001
0,-71.88385041,76.58458809,-8.172672504,-2591.065345,-3922.379175,6513.44452
0,31.08511366,-44.43645695,15.71564111,6016.915927,-634.438013,-5382.477914
0,39.86781659,43.12812656,-85.9143576,-3369.54101,6863.459273,-3493.918263
0,-54.54548649,90.77534669,-39.11841849,-5572.004911,-421.427171,5993.432081999999
0,-26.29141519,92.24708374,-68.85368058,-6777.018721,3043.533515,3733.4852060000003
0,-64.05370787,10.35331775,56.08473107,1361.110993,-6377.923266000001,5016.812284
0,-1.283507729,-47.68546111,51.73628957,6555.186198,-3973.511102,-2581.675096
1,772.0974316,68.73182369,-22.18753071,-2549.498435,947.582273,1601.916162
0,-51.35265884,93.30107391,-44.95161781,-5862.943812,108.984689,5753.959134000001
1,-859.1809237,606.4612586,254.7444221,-115.672161,448.948148,-333.275987
1,-35.40643945,45.45336693,-49.92928772,-4130.474634,6341.507766000001,-2211.033132
0,52.80573945,17.03580853,-73.001984,-487.068285,6150.605912,-5663.5376160000005
0,-34.30288648,-16.14289102,50.44577751,3601.5458599999997,-6579.8867199999995,2978.340871
0,-71.05193687,55.69841575,12.12989337,-437.362717,-5402.75615,5840.118867
1,847.686416,-648.6572629,-199.0225873,89.035562,-441.28340299999996,352.247841
1,-301.4152453,870.5833541,-567.0512267,313.74387,141.494749,-455.238608
0,-60.46119065,28.17410615,29.07211952,2425.625719,-6391.867317,3966.2415979999996
0,46.66576657,-29.89490654,-14.82398181,4849.495981,1527.806478,-6377.302448
1,-873.160494,-57.01567206,3.38159334,1073.300008,1649.2570269999999,-2722.557035
1,841.3268854,-654.7713109,-186.5578374,79.383799,-436.892489,357.50869
0,-41.7023803,3.456098279,35.03934023,4655.7285059999995,-6183.782264,1528.0537689999999
1,700.7726878,-816.39438,117.6130649,-80.740385,-356.82845000000003,437.568846
1,-875.150894,542.4802975,332.6684119,-157.700004,458.93736900000005,-301.237365
0,-59.35348077,10.30489434,49.04858643,965.196188,-6193.887348,5228.691171
0,13.85443287,70.67233034,-82.67542072,-5870.570772,5966.347178,-95.776406
1,386.8411867,-892.4009961,505.586496,-270.264368,-188.953688,459.218056
0,55.44536726,-55.39942872,0.607780583,4523.930719,1951.630318,-6475.561037
0,59.43333954,-36.79067653,-26.35614959,2021.460529,4479.357322,-6500.817840000001
1,-736.6044016,-32.80984188,-15.52877705,-667.08763,4160.618340999999,-3493.530722
1,385.9842789,-887.3289984,-44.446114,-274.247611,884.0659959999999,-609.8183849999999
1,47.73331434,-710.8337395,665.7706239,1027.016089,219.781287,-1246.797376
0,2.627776081,81.58153155,-87.34795084,-6313.539969,5486.056664,827.4833050000001
0,-71.03956126,71.81687863,-3.88534447,-2475.623194,-4029.6101890000004,6505.233383
1,828.5490906,33.72558572,18.15058363,762.319987,-4241.891984,3479.5719970000005
1,-671.4260876,376.7649564,295.7254952,-1372.760004,582.16477,790.595234
0,1.057488318,80.36219965,-79.49816534,-6439.06791,5184.356892,1254.711018
0,-64.48514193,36.48693609,24.6549994,1729.5200229999998,-6250.588530999999,4521.068519
0,52.80212688,-59.32178611,8.089593454,5107.642474,1137.498923,-6245.141396999999
1,857.9655926,61.27569513,-8.827507386,-1513.498536,-930.652866,2444.151402
1,55.79122695,-497.7933658,444.6337467,2869.844076,378.76698200000004,-3248.611058
1,-19.60803355,-48.76957981,49.84770431,4173.657521,-6200.178666,2026.5211450000002
1,-860.9569653,565.7627395,-4.65296666,-150.546165,2802.372562,-2651.826408
0,-38.21432322,92.62985463,-52.50158316,-6455.034542,1538.4157249999998,4916.6188170000005
0,-13.56216519,-47.34611378,60.90827896,6072.790823,-5407.828591,-664.9622430000001
0,-63.51422779,85.75835895,-25.24156713,-4527.116121,-1946.113015,6473.229136
1,-336.0671047,881.1270698,46.67566916,297.337601,-1136.341569,839.003968
0,-56.73372964,69.22038253,-9.645384846,-5246.586213,-998.522877,6245.10909
1,-731.289335,91.26297956,642.2070444,146.197953,269.784064,-415.982017
0,-23.21257287,62.0295023,-42.48584828,-6645.902109000001,2750.567556,3895.3345529999997
0,5.893909362,-41.29209377,37.67968526,6575.97292,-3387.527902,-3188.4450289999995
0,11.3502399,-59.88617578,48.53593588,6661.924291,-3490.323892,-3171.60041
0,54.82582656,-5.950210181,-50.06573747,2642.796068,4068.3375370000003,-6711.133604999999
0,46.90776159,-23.48768811,-22.41339105,5024.558319,1277.3047980000001,-6301.863117
0,-61.95505121,50.95551034,7.235530462,-3909.6604580000003,-2734.982426,6644.642884
1,-275.9762367,864.6796592,-588.7056862,324.23360199999996,127.71682,-451.950422
0,-52.65098155,-46.88401738,56.45096358,4634.259971,-5894.366357,1260.106386
0,-49.57864101,92.54110797,-45.85296908,-5962.170137,310.672087,5651.49805
0,-62.70221474,32.23889065,32.2883453,1462.964129,-6227.884069,4764.91994
1,846.5882436,-631.2438701,-0.794716531,110.41103700000001,-2504.196178,2393.785152
1,-794.0849552,732.137759,64.05413351,-14.399231,410.700037,-396.300806
1,-422.8972334,-460.6218483,883.5168182,-466.13773799999996,240.112983,226.024755
0,-49.5361687,-9.539768976,59.07593768,2955.870819,-6651.389590999999,3695.518772
1,38.25824374,204.5191042,-240.1572971,5506.610615,440.018777,-5946.629403
0,50.16769641,24.56129034,-77.76760777,-1415.9126079999999,6510.507135,-5094.594527
0,-24.20737282,-41.65705986,62.25114429,5683.905238,-5844.770074,160.864836
1,815.4842024,-710.8400941,-102.4969028,38.487724,-422.23049000000003,383.742766
1,56.03771046,-288.5124096,235.1483167,4189.824848,444.141005,-4633.965853
0,47.51407773,10.45060347,-55.2320653,-2144.517408,6559.605206,-4415.087798
0,47.06273104,31.49773879,-81.5970474,-2126.005244,6710.100573,-4584.095329
0,-54.93193024,13.67320987,43.20756273,4217.765937,-5987.438941,1769.673004
0,-67.11409561,95.71526079,-26.1809755,-4035.354026,-1856.385751,5891.739777
1,881.9107903,-379.688299,-502.2195994,250.45065100000002,-466.14206099999996,215.69141
0,57.31256545,2.017967959,-57.46597777,688.0647399999999,5498.6730259999995,-6186.737766
0,46.05146056,33.48412894,-82.57158347,-2324.854114,6752.783532,-4427.929418000001
1,-758.2237126,772.0024273,16.00559026,15.03821,1543.357365,-1558.3955859999999
0,-50.19158282,94.96528476,-47.89519919,-5972.8928049999995,326.440917,5646.4518880000005
1,-390.5218496,-506.8521416,899.5431819,-424.460828,211.292873,213.16795499999998
1,870.9362713,-475.3001109,11.83450507,204.53312,-3162.436552,2957.903421
0,48.70943697,-57.13275542,4.698553984,4827.432896,1547.61849,-6375.051386
0,-28.86563485,63.00683109,-37.85835763,-6555.468997,2167.023705,4388.445291999999
0,-2.809397808,-34.08148046,38.85494257,6191.352662,-5165.305496999999,-1026.047165
0,51.75284543,24.77116376,-79.06256802,-921.748608,6355.716015,-5433.967407
1,592.3803207,271.3740292,-863.7566136,450.860047,-325.791125,-125.068922
0,-55.49351128,77.98403447,-20.17478412,-5273.0139659999995,-930.41421,6203.428165
1,-691.4880875,821.8488951,-130.3630713,87.419926,352.895598,-440.31552400000004
0,21.25355291,64.44721974,-83.84800622,-5402.93534,6333.7479920000005,-930.812663
0,-68.99657655,66.65191893,4.247776215,-2257.640539,-4223.841424,6481.481962999999
0,44.40544391,12.49636213,-60.08513807,-3247.346168,6664.121178,-3416.77501
0,31.00678037,-31.89698822,-2.057521679,5882.572025,-330.119394,-5552.452642
0,-58.33013515,55.28843453,-0.718984627,-4556.700973,-1951.629405,6508.3303670000005
0,-54.56735403,55.28735786,-0.720003832,-4543.302324,-1951.616271,6494.918584
0,-67.69079228,24.98103363,45.09856505,200.885322,-5891.441325000001,5690.555992
0,-57.17450107,56.23480458,-2.713745063,-4707.133255000001,-1750.487255,6457.620521
0,57.4760193,-10.71210354,-44.50228044,1034.113454,5231.445824,-6265.559289
0,-2.800716589,-55.39770682,54.45277049,6518.687571,-4414.107346,-2104.580225
0,-68.5429167,91.91592172,-20.93859565,-3271.785759,-2773.589797,6045.375555999999
0,51.75294984,-60.61971357,10.80329757,5308.201481,826.874015,-6135.0754959999995
0,-32.75010099,-8.399840204,42.96743626,5164.468386,-5991.539312,827.070926
1,88.53399703,52.64648202,-49.46595223,-4204.175019,5989.1848390000005,-1785.009831
1,-7.577992729,685.5715014,-675.4131587,4065.174641,195.947114,-4261.121766
0,54.30823329,-11.41704942,-45.82619297,2582.422744,4111.188774,-6693.611518
1,330.9206027,535.3643311,57.08706049,464.100263,-3620.0441309999997,3155.9438790000004
1,-17.72255389,736.9374306,-716.5557982,3427.365931,127.32328400000002,-3554.689215
1,157.2687584,-17.83646721,18.92824877,3915.154716,-6407.702125000001,2492.5474200000003
0,-47.75579633,61.52963945,-17.43255413,-5682.000456,-200.809323,5882.809779
1,48.02649352,10.5607896,-55.97587192,5247.668613,464.404303,-5712.072927
1,815.6329245,-149.7748939,19.48737562,348.897791,-3910.712575,3561.8147839999997
1,-5.839372775,673.3623959,-664.8428594,4179.306186,209.07186299999998,-4388.378038
1,-651.5545989,-168.5931948,-47.34343518,-435.728788,4136.397011999999,-3700.668213
1,353.8334179,-23.35012628,39.77032665,3529.860565,-6606.238936,3076.378371
0,49.26011547,-20.04382587,-32.27072078,3922.362433,2751.339602,-6673.702045999999
1,809.5573737,29.75169316,21.03608049,1021.214326,-4556.326159,3535.111833
1,-284.9259653,871.6176738,48.722141,319.282645,-1384.199025,1064.916391
0,56.46803905,-11.80201653,-40.58764752,225.167932,5659.198248,-5884.366180000001
0,-15.11855504,94.55539995,-82.82665921,-6779.109502,4248.856062,2530.25344
0,14.78499167,-44.35737295,31.76594461,6538.628261,-2556.551833,-3982.076428
1,876.5512876,49.75066635,4.452948765,-423.154149,-2639.174362,3062.3285109999997
0,-32.53367955,99.58941804,-70.48448875,-6741.886052,2603.69065,4138.195391
0,47.09567428,35.65053171,-85.51795474,-2048.7804039999996,6720.844416,-4672.064023
1,-343.4870147,104.5627513,3.794285309,2992.467511,124.493325,-3116.960836
1,-67.75925491,203.5417986,-133.3374335,-4687.392962999999,-458.94006399999995,5146.333027
0,-5.607879985,55.87207153,-53.93945914,-6564.864988,4335.123023,2229.741965
0,-40.33815017,98.86655857,-61.90357105,-6519.392352,1692.803079,4826.589273
1,56.94262463,-398.2751602,343.8909588,3575.81092,416.586544,-3992.397464
0,25.45328057,-44.87478251,21.69840303,6276.220104,-1360.236163,-4915.983941
0,19.56629128,-40.31003638,22.69972279,6548.358179,-2770.310961,-3778.0472179999997
0,17.63357531,-35.1244158,19.29927563,6461.351303,-2195.318136,-4266.0331559999995
1,26.53863117,375.1536297,-399.0736218,5432.951876,392.003513,-5824.955389
0,29.81234182,-63.4146104,33.60226858,6422.424327,-1665.4623809999998,-4756.961945999999
0,-64.69076862,15.18268326,45.74102158,431.48543900000004,-5981.661422,5550.175983
0,22.58818297,-44.84381448,24.62213192,6359.711281000001,-1661.8241090000001,-4697.887172
0,49.69503339,-25.70697411,-22.11668195,4266.312248,2325.3280050000003,-6591.6402530000005
0,23.74892487,-34.70608962,12.8352082,6299.831989,-1490.7150829999998,-4809.116906
1,172.3694179,-36.40226063,49.27768807,3952.2001969999997,-6584.355788999999,2632.155581
1,882.9683761,-392.2327963,-490.7325708,244.248675,-466.405885,222.15721
1,56.63778775,-418.9216469,364.9336386,3440.0231249999997,409.812139,-3849.835275
0,-6.213089934,-46.25644064,63.59403184,6318.524289,-4414.107313,-1904.416976
0,-57.88648939,76.41684988,-16.21551133,-4999.792842,-1341.8485190000001,6341.641361000001
1,-880.5736118,377.3350589,503.2362893,-249.583213,465.999358,-216.41615600000003
0,-68.90224788,28.69399442,42.89396584,-32.476113999999995,-5751.112443999999,5783.588558
0,16.67182254,68.41119762,-83.23114381,-5705.4685819999995,6115.173559000001,-409.70497700000004
1,-639.56621,-200.770129,840.5423817,-262.509181,309.658954,-47.149772999999996
1,-219.4407663,854.8966566,51.0089418,344.934436,-1686.2273010000001,1341.292865
1,-53.47226988,-161.9040287,217.8078024,-5562.218662,-448.224887,6010.4435490000005
0,49.99485947,3.608829857,-56.6280684,-2393.717711,6581.68214,-4187.964429000001
1,-68.00351556,228.0153826,-157.6622395,-4588.444124,-455.127211,5043.5713350000005
0,-7.597650707,56.78752801,-52.86443901,-6600.045518,4173.963409,2426.082109
0,57.34091492,-29.95366597,-22.47956524,2361.836202,4196.880787,-6558.716989
0,27.81801909,40.07621324,-65.13165419,5510.946639,293.32567,-5804.272309
0,3.209469896,-31.17517094,29.77674498,6528.882536,-3584.5405640000004,-2944.3419719999997
0,-82.88314806,42.7815261,42.03138936,2326.501386,-5796.762158,3470.260772
1,-69.77219699,385.7950773,-313.6544329,-3783.40182,-422.601795,4206.003615
0,-28.99201498,-37.7754147,63.01326095,5394.370366,-6078.091074,683.720708
1,869.1618569,-288.6936461,-578.3288322,291.951869,-461.23694100000006,169.28506099999998
0,47.91953107,-21.67983111,-29.29501188,4166.652248,2458.35414,-6625.006399
0,-24.68034307,92.96805817,-71.29987824,-6796.290754000001,3239.237815,3557.052939
0,26.10988931,-26.19958677,11.86557333,6541.091667,-2499.688587,-4041.40308
1,-662.4097797,-70.77269909,31.41023866,3219.0486130000004,-2363.934364,-855.114238
0,-20.07501957,-29.13399579,51.58507377,5946.7320549999995,-5341.489065,-605.2429900000001
1,-565.2197607,-2.759779448,-36.61795204,-2459.891093,6071.055067,-3611.163974
1,883.7621822,-414.2577755,-467.4437265,230.24688500000002,-465.57118299999996,235.324287
0,44.89038414,16.36205912,-61.25244327,-3593.3577130000003,6658.246408,-3064.8886840000005
0,-44.01325599,92.16418124,-46.2382658,-6187.9596679999995,814.0813340000001,5373.878323
0,50.63009617,-24.65506872,-24.10400977,4106.584614,2522.3879890000003,-6628.972603
0,31.42823067,55.0320205,-84.53258934,-4552.739103,6708.088959000001,-2155.349856
0,-66.69126095,33.2361444,35.67050077,360.708953,-5882.368448,5521.659484
1,-237.2869847,-59.99741043,47.56297818,4180.4270639999995,-5397.185343,1216.758279
0,-46.14885554,-13.90527183,62.83629339,4207.88115,-6531.964065000001,2324.082915
1,21.43875527,-774.29946,755.3280775,-2157.944767,3.035274,2154.909493
1,-57.02733049,-87.42960518,146.790454,-5480.429735,-456.933444,5937.363178999999
1,879.8521325,-353.5552648,-524.1564609,262.646252,-465.426434,202.78019300000003
1,-5.817181659,-47.95763087,49.88695225,4164.433372,-6237.828520000001,2073.395148
0,-66.18451241,91.53033037,-22.92017996,-4383.934819,-1431.52097,5815.455789
0,33.94342731,-36.4056096,4.413262726,5965.57093,-550.8808250000001,-5414.690105
1,-99.91204263,809.9018775,-709.9915752,385.406395,34.083995,-419.49039
0,38.80211052,35.39343287,-71.85588371,-3682.35483,6762.946916,-3080.5920749999996
1,-302.2051297,869.9272888,-567.7244228,313.573458,141.732162,-455.30562
0,38.46830366,-56.62102934,31.03454288,6405.402399,-1525.548794,-4879.853605
1,-586.378824,0.430078192,-38.31384492,-2662.747769,6193.885466999999,-3531.1376980000005
0,-63.1594925,70.24873398,-4.864041951,-4148.685574,-2442.982751,6591.668325
1,-736.0782989,-53.46911994,791.5620829,-408.287506,399.05948500000005,9.228021
1,858.3593905,41.26028785,12.17773063,237.34709900000001,-3564.107822,3326.760723
1,-7.625203277,-671.3210117,681.438498,-4257.010197,-214.53905,4471.549247
1,668.9568795,-641.6420231,-25.21815262,223.858316,-4260.592105000001,4036.733789
0,57.6849436,-20.85201716,-32.40170458,1261.605598,5030.195599,-6291.801197
1,-532.3004209,877.3161836,-342.9824261,198.537559,265.87022,-464.40779000000003
0,19.7128867,-31.07314315,8.293176829,6332.274883,-1658.220212,-4674.054671
1,31.60329596,-779.6429226,750.1202056,-405.126084,3.186623,401.939461
1,206.817314,-859.2014352,654.5437435,-347.85650899999996,-92.247012,440.103521
1,831.8845773,-205.9751091,29.51650168,329.088408,-3858.323007,3529.2345990000003
0,55.580788,0.977015571,-54.21028324,-220.142934,5941.757657,-5721.614723
1,-112.0175503,817.2282437,54.00851029,381.496852,-2147.099757,1765.6028939999999
0,53.8234525,7.108429909,-58.67437299,-947.1771759999999,6255.637102000001,-5308.459926
0,43.27774507,42.61743791,-88.78531649,-2738.969717,6853.191587,-4114.221881
0,-42.8640915,73.38248189,-27.65139015,-6248.868791,983.328126,5265.540665
1,-524.1822616,314.3291674,7.847025868,-163.401172,2054.0758260000002,-1890.6746540000001
1,-612.6166463,-245.3018047,857.9161874,-447.583917,337.052122,110.531795
1,302.9466052,62.7612566,-46.22313673,-4128.144306,5073.717462,-945.573167
0,4.977179713,-25.68239247,17.38824867,6510.98206,-3083.151819,-3427.830241
0,48.97012013,7.464975484,-53.70168868,-1844.004613,6488.308684,-4644.3040710000005
1,-148.802722,-680.0887009,828.8891675,-443.52869000000004,97.76911100000001,345.759579
0,-62.52698944,86.76822589,-27.2392486,-4682.563534,-1746.857552,6429.421085999999
1,65.56071194,728.8537722,57.05045465,427.87133400000005,-2820.78687,2392.915536
1,392.2491961,-416.6169961,26.5092834,384.880672,-5816.491285,5431.610613
1,-809.6325381,98.21846045,711.411814,-363.63784599999997,434.71954900000003,-71.081703
0,32.01330125,27.55431794,-63.25702609,-4594.737741,6482.9169569999995,-1888.1792159999998
1,139.2462527,-828.1161552,-53.33843995,-372.882906,2034.817741,-1661.934835
0,-6.905405753,84.66102045,-75.83557393,-6656.642145999999,4593.124591,2063.517555
1,-17.5104578,-598.6627045,618.6461253,-4770.7651749999995,-276.294876,5047.060051
0,-56.98498255,4.369249492,52.61573305,1581.54106,-6398.048414999999,4816.507355
0,3.80704101,58.7742666,-59.57307545,-6229.6943169999995,5307.601211,922.0930950000001
1,348.3302827,528.7047304,-877.0361793,464.479488,-200.692184,-263.787304
